,name0,average,usersrated,weight,minplayers,maxplayers,playingtime,yearpublished
71711,Les Aventuriers du Rail: Au Coeur de l'Afrique,7.438,2556,2.042,2,5,60,2012
187,Birodalmi Telepesek,7.438,19845,2.775,1,4,90,2014
1328,Set a Watch,7.438,1266,2.406,1,4,80,2019
2146,Br?¼ssel 1897,7.438,616,3,2,4,60,2019
71671,Alta Tensi?³n: Generador de Flujo,7.437,596,2.969,2,6,120,2008
71670,Flamme Rouge: M?©t?©o,7.437,512,1.571,2,4,45,2018
241,Bruges,7.437,9769,2.752,2,4,60,2013
439,Francis Drake,7.436,4308,2.931,3,5,120,2013
373,Dolina Kr?³l?³w,7.435,5017,2.833,2,4,90,2009
71656,Agricola Tuning,7.434,949,3.233,1,5,120,2010
1126,Dungeons & Dragons: Temple of Elemental Evil Board Game,7.434,1620,2.528,1,5,60,2015
1587,Time's Up! Celebrity,7.434,873,1.118,4,12,30,2008
71639,Coloni Imperiali: Atlantidei,7.433,1479,2.923,1,5,90,2015
837,Ambush!,7.432,2126,3.255,1,1,240,1983
952,Bus,7.432,1617,3.102,3,5,120,1999
724,Kitchen Rush,7.431,2355,2.24,1,4,45,2017
162,Les Aventuriers du Rail,7.431,67317,1.853,2,5,60,2004
1986,FAB: The Bulge,7.43,645,3.072,2,2,240,2008
71613,7 Wonders Duel: Freiheitsstatue,7.43,526,2,2,2,30,2016
71612,Der Herr der Ringe: Das Kartenspiel â?? Die Reise nach Rhosgobel,7.43,1210,2.896,1,2,60,2011
2537,Illimat,7.429,593,2,2,4,60,2017
313,Lancaster,7.429,6467,2.988,2,5,60,2011
744,Gold West,7.429,2184,2.458,2,4,60,2015
333,Heroscape Master Set: Aufstieg der Walk?¼ren,7.429,7655,2.29,2,4,90,2004
486,Dixit: Journey,7.429,4080,1.264,3,6,30,2012
71602,Der Herr der Ringe: Das Kartenspiel â?? Die Totens?¼mpfe,7.429,977,2.805,1,2,60,2011
400,Ginkgopolis,7.428,4728,2.914,1,5,45,2012
2172,Vietnam 1965-1975,7.428,657,4.28,2,2,6000,1984
71544,Le Dame di Small World,7.427,5458,2.192,2,5,80,2009
1398,Warriors of God: The Wars of England & France 1135-1453,7.427,1014,2.614,2,2,180,2008
654,Compagnons,7.427,3135,2.265,1,5,60,2019
304,Macao,7.425,6765,3.138,2,4,100,2009
1874,God's Playground,7.425,688,3.636,3,3,180,2009
227,Onitama,7.424,13363,1.67,2,2,20,2014
215,Alien Frontiers,7.424,13757,2.575,2,4,90,2010
351,Pandemic: Czas Cthulhu,7.423,7151,2.153,2,4,40,2016
233,Sid Meier's Civilization: A T?¡rsasj?¡t?©k,7.422,14047,3.885,2,4,240,2010
823,Axis & Allies Anniversary Edition,7.422,2471,3.107,2,6,360,2008
244,Corsari dei Caraibi,7.422,12276,3.236,2,4,180,2010
2347,Harry Potter Hogwarts Battle: Difesa Contro le Arti Oscure,7.422,615,1.462,2,2,60,2019
2048,Pax Romana,7.42,643,3.671,2,4,600,2006
2428,Camp Grizzly,7.42,624,2.067,1,6,60,2013
170,Carcassonne,7.42,95204,1.916,2,5,45,2000
1058,Astoria: La Ferrovia degli Animali,7.419,1525,2.139,2,5,90,2018
324,Miasteczka,7.419,7133,2.121,1,6,60,2019
173,Ci???¼ar?³wk?? przez Galaktyk??,7.418,28058,2.328,2,4,60,2007
197,??vszakok,7.418,19580,2.773,2,4,60,2012
1059,High Frontier,7.417,1485,4.324,2,5,180,2010
1176,Neanderthal,7.417,1301,3.698,1,3,120,2015
71447,Escape: The Curse of the Temple â?? Expansion 1: Illusions,7.417,951,1.622,1,6,10,2012
71446,Les Cit?©s de Splendor,7.417,2574,2.245,2,4,30,2017
2161,Dungeon Command: Tyranny of Goblins,7.417,648,2.707,2,4,90,2012
71399,Les Chevaliers de la Table Ronde: La compagnie de Merlin,7.416,2765,2.536,3,8,90,2008
216,Battle Line,7.416,15126,1.904,2,2,30,2000
1850,Key Market,7.415,691,3.512,2,4,90,2010
531,The Duke,7.414,3627,2.516,2,2,30,2013
71373,100000 ?»?µ?? ?´?¾ ?½?°???µ?¹ ??????: ???¾???º?¾???? ?º?°?¼?µ?½?½?¾?³?¾ ?²?µ?º?°,7.414,2621,2.53,2,5,90,2011
2225,Lock 'n Load: Band of Heroes,7.413,622,3.057,2,2,60,2005
2223,Marvel Dice Masters: The Amazing Spider-Man,7.413,571,2,2,2,60,2015
684,The Others,7.413,3142,3.043,2,5,90,2016
271,Endeavor,7.412,8939,2.906,3,5,90,2009
1074,DC Comics Deck-Building Game: Heroes Unite,7.411,1608,2.1,2,5,45,2014
255,Neuroshima Hex!,7.411,12782,2.61,1,4,30,2006
1344,Nova Luna,7.411,1178,1.98,1,4,60,2019
249,Arbor?©tum,7.41,11216,2.151,2,4,30,2015
1340,NEOM,7.41,1125,2.475,1,5,45,2018
635,Ocaleni,7.41,3229,2.99,2,4,110,2017
1571,Kepler-3042,7.409,943,3.542,1,4,90,2016
71338,Les aventuriers du rail: Pays-Bas,7.409,2152,2.139,2,5,60,2013
579,Super Motherload,7.409,3170,2.284,2,4,75,2015
292,Les Aventuriers du Rail: ??dition M?¤rklin,7.409,8578,2.244,2,5,60,2006
2413,Federation Commander: Klingon Border,7.408,545,3.392,2,8,60,2005
71326,Firefly: The Game â?? Big Damn Heroes Promo Cards,7.408,581,2.917,1,4,120,2013
71320,Descent: El Mar de Sangre Expansion,7.407,708,3.4,2,5,240,2009
238,Die Akte Whitechapel,7.407,13067,2.657,2,6,60,2011
242,Esquiss?©?,7.407,11740,1.086,4,8,30,2009
1638,Days of Ire: Budapest 1956,7.406,887,2.743,1,4,90,2016
549,Zombicide Saison 2: Prison Outbreak,7.405,4083,2.699,1,6,60,2013
71300,Mare Nostrum: Extension Mythologique,7.404,817,3.265,3,6,120,2005
638,??n Kicsi Kasz?¡m,7.404,3085,1.983,1,6,60,2017
311,A Few Acres of Snow,7.404,7224,3.034,2,2,120,2011
1956,Coldwater Crown,7.403,732,2.207,1,4,90,2017
670,Pr?ªt-??-Porter,7.402,2747,3.619,2,4,90,2010
1482,Detective Club,7.402,1034,1.222,4,8,45,2018
71288,Exploding Kittens: Streaking Kittens,7.402,645,1.2,2,5,15,2018
1644,Richard III: The Wars of the Roses,7.401,868,2.642,2,2,120,2009
234,Dungeon Lords,7.399,12571,3.555,2,4,90,2009
71117,Isla de Skye: El Viajero,7.399,819,3.115,2,5,75,2017
589,Yedo,7.398,3357,3.357,2,5,180,2012
1635,Bonaparte at Marengo,7.398,863,3.205,2,2,120,2005
368,Bolidy,7.397,6041,1.752,2,6,40,2017
1497,Maquis,7.396,1007,2.13,1,1,20,2013
71101,El Grande: Intrigue & the King,7.396,587,3.097,2,5,90,1997
1830,Dungeon Command: Heart of Cormyr,7.396,837,2.588,2,2,90,2012
773,Silver & Gold,7.396,2264,1.114,2,4,20,2019
480,1 Nacht Weerwolven & Waaghalzen: Dageraad,7.395,4527,1.44,3,7,10,2015
248,Agricola: 2 Spelers,7.395,11838,2.345,2,2,30,2012
458,Mountain Railways,7.394,4348,3,1,5,90,2012
499,Warhammer Quest: Das Abenteuer-Kartenspiel,7.394,4703,2.72,1,4,60,2015
71057,Evolution: Flight,7.392,1254,2.562,2,6,60,2015
326,Firefly: Das Spiel,7.39,10022,2.953,1,4,240,2013
799,F?¼rsten der Renaissance,7.389,2129,3.51,3,6,180,2003
766,Les Aventuriers du rail: Autour du Monde,7.389,2568,2.549,2,5,120,2016
642,Age of Industry,7.388,2819,3.366,2,5,120,2010
2193,RAF,7.387,590,3.131,1,1,180,1986
1191,Irish Gauge,7.387,1252,2.444,3,5,60,2014
71000,Alien Frontiers: Faction Pack #1,7.386,528,2.188,2,5,90,2012
224,Art Moderne,7.386,15790,2.306,3,5,45,1992
473,Thunderstone Advance: Die T?¼rme des Verderbens,7.386,4529,2.739,1,5,45,2012
282,A las puertas de Loyang,7.383,9209,3.13,1,4,120,2009
70966,Tokaido: Matsuri,7.383,663,1.769,2,5,45,2016
286,Blood Bowl: Mened?¼er Dru?¼yny â?? Gra Karciana,7.383,10018,2.334,2,4,120,2011
294,The Manhattan Project,7.383,8865,2.963,2,5,120,2012
354,KeyForce: Ruf der Archonten,7.382,8368,2.451,2,2,45,2018
985,D?¼em dobry,7.382,1652,2.03,2,6,45,2019
70954,Space Hulk: Anio?? ??mierci â?? Gra karciana â?? Skrzyd??o ??mierci,7.382,615,2.357,1,6,30,2012
70951,La Casa dei Sogni: Via dei Girasoli 156,7.381,538,1.667,1,6,30,2017
2091,A Handful of Stars,7.381,634,3.167,2,4,120,2017
1141,Omen: A Reign of War,7.381,1389,2.337,2,2,30,2011
775,Railroad Revolution,7.381,2243,3.244,2,4,90,2016
848,Watson & Holmes,7.38,2062,2.216,2,7,75,2015
753,Warhammer 40000: Conquest,7.38,2729,3.039,2,2,45,2014
70933,T.I.M.E stories Maszk alatt,7.38,3222,2.515,2,4,90,2016
254,Mal?© velk?© galaxie,7.38,14254,2.166,1,5,45,2015
70928,Formula D: Circuits 1 â?? Sebring & Chicago,7.379,816,1.938,2,10,60,2009
1936,The King's Guild,7.379,771,2.321,1,6,120,2018
1189,DC Comics Dice Masters: Justice League,7.378,1328,2.219,2,2,60,2015
1749,Krazy Wordz,7.378,817,1.087,3,7,45,2016
1106,Ascension: H?©ros Immortels,7.377,1463,2.132,1,2,30,2012
70906,Stone Age Erweiterung: Die neuen H?¼tten,7.375,620,2.239,2,4,60,2008
944,Agra,7.374,1795,4.378,2,4,120,2017
237,Caravan,7.374,16638,1.773,2,5,45,2017
871,Sub Terra,7.374,2408,2.176,1,6,60,2017
551,Abenteuer in Mittelerde,7.374,3869,3.551,2,4,180,2009
70792,Memoir '44: Tablero de Invierno y Desierto,7.373,1777,1.957,2,8,60,2005
2273,The Manhattan Project 2: Minutes to Midnight,7.373,557,3.593,2,5,150,2018
1752,Zulus on the Ramparts!: The Battle of Rorke's Drift ?¢â?¬â?? Second Edition,7.373,856,2.132,1,1,25,2009
70785,Space Hulk: Anio?? ??mierci â?? Gra karciana: Kosmiczni Marines Zestaw I,7.373,1054,2.154,1,6,30,2011
2009,Rune Stones,7.372,775,2.345,2,4,60,2019
979,El Foro de Trajano,7.371,1678,3.481,2,4,120,2018
597,Between Two Castles of Mad King Ludwig,7.37,3298,2.187,2,7,60,2018
1078,Capital,7.37,1493,2.245,2,4,60,2016
70766,Survive: Escape from Atlantis! 5-6 Player Mini Expansion,7.37,1565,1.55,2,6,45,2011
2295,Ascension: Dawn of Champions,7.37,590,2.25,1,4,30,2015
70754,Heroscape Expansion Set: Volcarren Wasteland,7.369,625,2.333,2,4,60,2005
849,Quartermaster,7.369,2195,2.304,2,6,90,2014
2148,Maestri del Rinascimento: Lorenzo il Magnifico â?? Il Gioco di Carte,7.369,602,2.176,1,4,45,2019
70751,World of Warcraft: le Jeu de Plateau â?? Burning Crusade Extension,7.369,953,3.649,2,6,360,2007
332,BattleLore,7.368,9021,2.765,2,2,60,2006
70740,Kingdom Builder: Nomads,7.368,2099,2.256,2,5,45,2012
544,Shipyard,7.367,3606,3.502,2,4,120,2009
355,London,7.367,6181,2.883,2,4,90,2010
272,L'Ann?©e du Dragon,7.367,10397,3.106,2,5,100,2007
2055,Prehistory,7.366,668,4.017,2,4,120,2018
511,Ensalada de puntos,7.366,4149,1.159,2,6,30,2019
70723,4 in 1: Die besten Stichspiele,7.366,749,2.429,2,6,60,2007
70720,Quarriors! Quarmageddon,7.366,2242,2.058,2,4,30,2012
746,Palm Island,7.366,2631,1.741,1,2,15,2018
2344,Steam over Holland,7.365,517,3.778,2,5,180,2007
207,K-Domino'Z,7.365,27639,1.204,2,4,20,2016
70711,Space Hulk: Anio?? ??mierci â?? Gra karciana â?? Misja Zestaw I,7.364,1010,2.154,1,6,30,2011
1082,Keyper,7.363,1486,3.568,2,4,120,2017
897,Hardback,7.363,1939,2.132,1,5,90,2018
813,1812: Der zweite amerikanische Unabh?¤ngigkeitskrieg,7.362,2153,2.176,2,5,90,2012
995,Entdecker der Nordsee,7.362,1821,2.179,1,4,60,2016
70671,World of Warcraft: L'Ombra della Guerra,7.361,1208,3.225,2,6,240,2006
70664,Steam Barons,7.361,609,3.508,2,6,120,2009
365,Archipelago,7.361,7056,3.733,2,5,240,2012
288,B?¤renpark,7.361,10207,1.66,2,4,45,2017
70659,Talisman: Il Mietitore,7.36,2334,2.12,2,6,90,2008
70642,Quarriors! Quest of the Qladiator,7.36,959,2.227,2,4,30,2012
1247,Basic Shogi Set,7.359,1456,3.828,2,2,60,1587
350,Raptor,7.359,7120,2.058,2,2,25,2015
70632,Dice Town Erweiterung,7.359,914,2,2,6,60,2011
70625,Fireball Island: The Curse of Vul-Kar â?? Crouching Tiger Hidden Bees!,7.358,509,1.667,2,4,60,2018
1129,Rozenoorlog,7.357,1428,3.198,2,4,180,2010
740,Automobiles,7.356,2505,2.155,2,5,75,2016
704,Unfair,7.356,3301,2.659,2,5,125,2017
1387,Habitats,7.355,1087,2.333,2,5,50,2016
634,Fantastyczne ??wiaty,7.355,3131,1.757,3,6,20,2017
2283,Carcassonne Door Berg en Dal,7.354,575,2.1,2,5,35,2015
1178,Men at Work,7.353,1432,1.05,2,5,45,2019
2028,Commissioned,7.352,697,2.758,2,6,60,2016
70552,Shadow Hunters Expansion,7.352,713,1.907,4,8,30,2006
70544,Camel Up: Supercup,7.351,2087,1.667,2,10,45,2015
591,13 Days: The Cuban Missile Crisis,7.35,3468,2.356,2,2,45,2016
632,Grandpa Beck's Scheming and Skulking,7.35,3267,1.773,2,6,30,2013
266,Notre Dame,7.349,11905,2.751,2,5,75,2007
70506,Kingdomino: Age of Giants,7.349,1479,1.615,2,5,20,2018
70502,Tiny Epic Zombies: Deluxe Edition,7.349,807,2,1,5,30,2018
70501,Carcassonne: Colinas y Ovejas,7.349,1332,1.823,2,6,40,2014
853,Automania,7.349,2051,2.733,2,4,90,2015
896,Wildlands,7.346,2121,2.105,2,4,60,2018
1188,Escape Tales: El Despertar,7.346,1381,2.167,1,4,300,2018
2177,Who Goes There?,7.346,765,2.969,3,4,110,2018
1617,XenoShyft: Dreadmire,7.345,972,2.6,1,4,60,2017
1939,Factory Funner,7.345,702,2.167,1,5,40,2016
70466,The El Grande Expansions,7.344,598,3.088,2,5,90,2000
253,Acquire,7.343,17779,2.506,2,6,90,1964
737,Thunderstone: Drachenturm,7.343,2603,2.709,1,5,45,2011
246,Tikal,7.343,17320,2.801,2,4,90,1999
2184,Import / Export,7.343,645,3.217,2,6,90,2017
2183,The Red Dragon Inn 4,7.341,701,1.75,2,4,60,2013
1125,Dragonfire,7.341,1887,3.257,2,6,90,2017
927,Call to Adventure,7.341,2302,2.033,1,4,60,2019
581,Panamax,7.341,3445,3.769,2,4,100,2014
70437,7 Wonders Duel: Messe,7.341,1215,2.214,2,2,30,2015
419,Starcraft: Das Brettspiel,7.341,6915,3.836,2,6,240,2007
70431,Le Donjon,7.341,1823,2.362,2,6,90,2009
1199,Pioneer Days,7.34,1358,2.542,2,4,60,2017
70430,Im Wandel der Zeiten: Das W?¼rfelspiel â?? Sp?¤te Bronzezeit,7.34,1058,1.81,1,4,45,2009
1765,Monster Lands,7.34,933,3.377,1,4,120,2018
1227,Dale of Merchants 2,7.338,1346,2.067,2,4,30,2016
2401,Silent War,7.338,586,3.39,1,2,120,2005
361,Deus,7.337,6920,2.845,2,4,90,2014
501,Luna,7.337,4272,3.33,1,4,100,2010
1958,DreadBall Kick Off: Das futuristische Sportspiel,7.336,794,2.866,2,2,90,2012
229,Mysterium,7.336,29000,1.905,2,7,42,2015
2492,Apex Theropod Deck-Building Game,7.335,562,2.933,1,6,290,2015
1555,City of Iron: Second Edition,7.335,990,3.174,2,4,120,2016
70394,Der Herr der Ringe: Das Kartenspiel â?? Auf der Jagd nach Gollum,7.335,1563,2.829,1,2,60,2011
243,Ghost Stories,7.335,18733,2.911,1,4,60,2008
438,Automobile,7.335,5282,3.526,3,5,120,2009
69980,Celestia: A Little Help,7.333,561,1.4,2,6,30,2016
69978,Castles of Mad King Ludwig: Secrets,7.332,1682,2.738,1,4,90,2015
468,Citadela DeLuxe,7.332,6116,1.966,2,8,60,2016
1505,N??t??-Tanka: Deluxe Edition,7.332,1068,2.827,1,5,90,2019
828,Sons of Anarchy: Men of Mayhem,7.332,2416,2.546,3,4,90,2014
2337,Infection: Humanity's Last Gasp,7.331,558,2.111,1,1,45,2013
2245,Ottoman Sunset: The Great War in the Near East 1914-1918,7.331,622,2,1,1,30,2010
1349,Napol?©on: The Waterloo Campaign Game,7.331,1219,2.483,2,3,120,1974
69966,Arctic Scavengers: Base Game+HQ+Recon,7.331,2165,2.265,1,5,60,2015
1362,Obscurio,7.331,1249,1.885,2,8,40,2019
683,Thunder Alley,7.33,3009,2.379,2,7,90,2014
402,Lord$ of Vega$,7.33,6233,2.358,2,4,90,2010
2322,Shifting Sands: The Campaign for North Africa 1940-1943,7.33,553,3.189,2,2,240,2006
296,Magia i Myszy,7.329,15884,2.696,1,4,90,2012
323,Glen More,7.329,8469,2.674,2,5,70,2010
341,Abyss,7.329,9082,2.342,2,4,60,2014
865,Pathfinder Abenteuerkartenspiel: Unter Piraten â?? Grundbox,7.329,2321,2.954,1,4,90,2014
748,Smash Up: Arrivano i Mostri,7.327,2766,2.3,2,2,45,2014
2164,Element,7.327,705,2.211,2,4,60,2017
340,Amon Ra,7.327,8406,3.042,3,5,90,2003
925,Chimera Station,7.325,1950,3.143,2,4,90,2017
2141,Panzergruppe Guderian,7.323,668,2.852,2,2,300,1976
69904,Complots: Collector's Edition,7.323,542,1.3,2,8,15,2014
2272,Topoum,7.322,605,2.435,2,4,90,2016
69897,BattleLore: Aux armes!,7.322,1162,2.496,2,2,60,2007
1099,Sword of Rome,7.321,1531,3.317,2,5,360,2004
1843,The Thing: Infection at Outpost 31,7.321,1015,2.273,4,8,120,2017
679,"""?¦?¸?²?¸?»?¸?·?°???¸??"" ?¡?¸?´?° ???µ?¹?µ???°: ???¾?²???¹ ???°?????²?µ??",7.321,3533,3.076,2,4,120,2017
1864,Ganymede,7.321,829,2.333,2,4,40,2018
1881,Dungeon Command: Sting of Lolth,7.32,876,2.635,2,2,90,2012
232,Bug,7.319,27727,2.331,2,2,20,2000
716,A Ilha do Tesouro,7.319,2893,2.277,2,5,45,2018
641,Smash Up: Ciak Motore Fazione!,7.318,3576,2.307,2,2,45,2014
2803,Melee,7.318,650,2.286,2,2,15,1977
2911,Lobotomy,7.318,556,3.417,1,5,180,2017
869,Deep Space D-6,7.317,2321,1.667,1,1,30,2015
392,Airlines Europe,7.316,6648,2.437,2,5,75,2011
1679,Carnaval de Monstruos,7.316,975,2.115,2,5,45,2019
69829,Small World: Realms,7.316,1739,2.432,2,6,80,2012
936,Il Club degli Spendaccioni,7.316,1910,3.203,2,5,100,2015
1708,Revolution: The Dutch Revolt 1568-1648,7.315,904,4.272,2,5,480,2004
69818,T.I.M.E Stories: Aleja Gwiazd,7.315,1276,2.1,2,4,90,2017
1003,L'Aube Des Tribus,7.315,1938,2.157,2,4,60,2018
494,Defenders of the Realm,7.314,5130,2.71,1,4,90,2010
69814,Arkham Horror: Curse of the Dark Pharaoh Expansion,7.314,3482,3.152,1,8,240,2006
360,Chinatown,7.313,7897,2.282,3,5,60,1999
1055,El Valle de los Reyes: La Otra Vida,7.313,1640,2.283,1,4,45,2015
337,Pandemia: La Cura,7.313,8863,2.048,2,5,30,2014
1902,Flat Top,7.313,846,4.214,2,2,360,1977
69775,Talisman: Les Hautes Terres,7.312,1309,2.318,2,6,90,2010
398,Schotten Totten,7.312,6846,1.74,2,2,20,1999
664,Ascension: Des ??mes D?©cha?®n?©es,7.311,3294,2.331,1,4,30,2011
2489,Hold the Line,7.311,518,1.832,2,2,60,2008
69759,Las Vegas Boulevard,7.309,931,1.674,1,8,75,2014
556,Ashes: Aufstieg der Ph?¶nixmagier,7.309,4852,2.919,2,4,120,2015
319,Quadropolis,7.308,10272,2.207,2,4,60,2016
69752,Star Realms: Cosmic Gambit Set,7.308,674,1.769,2,6,20,2015
281,Saint Petersburg,7.308,13960,2.47,2,4,60,2004
1518,Hero Quest: Sp?¦ndende eventyr i en magisk verden,7.307,1386,2.196,2,5,90,1990
1405,Little Town,7.306,1178,2.03,2,4,60,2017
1435,We the People,7.306,1108,2.721,2,2,120,1993
1411,EXIT-???????¡?¢. ???°?³?°?´?¾???½???¹ ?¼???·?µ?¹,7.306,1128,2.056,1,4,90,2018
676,Pictomania,7.305,3045,1.524,3,6,25,2011
904,Duelosaur Island,7.305,2122,2.356,2,2,45,2018
347,Descent: Die Reise ins Dunkel,7.304,11177,3.342,2,5,240,2005
820,Witness,7.304,2286,1.483,4,4,15,2014
614,Z????RTZ,7.304,3801,2.722,2,2,60,1999
1935,Age of Civilization,7.304,842,2.205,1,4,60,2019
2047,18Lilliput,7.304,660,3.333,1,4,90,2018
269,Atlantis,7.303,19195,1.709,2,4,60,1982
707,Ascension: O Retorno do Ca?­do,7.303,3081,2.183,1,2,30,2011
834,Manoeuvre,7.303,2284,2.111,2,2,60,2008
69717,Lanterns: The Emperor's Gifts,7.303,538,1.727,2,4,30,2016
666,Kardinaal & Koning,7.303,3301,2.449,3,5,60,2000
559,L'Oracle de Delphes,7.303,3923,3.009,2,4,100,2016
314,Dice Forge,7.302,12672,1.967,2,4,45,2017
731,Smash Up: Carini e Coccolosi,7.302,3029,2.154,2,2,45,2015
493,Kolejowy szlak: G????boki b????kit,7.302,5177,1.543,1,6,30,2018
1579,Naga Raja,7.302,1007,2,2,2,30,2019
349,Le Case della Follia,7.302,12477,3.247,2,5,180,2011
1449,Balade ?? Burano,7.302,1179,2.081,1,4,40,2018
553,Coal Baron,7.302,4134,2.559,2,4,75,2013
383,Mystic Vale,7.302,8070,2.254,2,4,45,2016
1317,Thunderstone Advance: Numenera,7.301,1253,2.734,1,5,90,2013
240,Direni??,7.301,34540,1.614,5,10,30,2009
1206,Dungeons & Dragons Dice Masters: Battle for Faer?»n,7.3,1412,2.193,2,2,60,2015
69611,Carcassonne: Games Quarterly Promo Tiles,7.299,1171,1.798,2,6,60,2006
2459,Lignum,7.299,514,3.781,2,4,120,2015
800,Massive Darkness,7.299,3636,2.537,1,6,120,2017
69607,Eminent Domain: Bonus Planets,7.299,595,2.237,2,4,45,2011
1089,Necromunda,7.297,1784,3.109,2,4,30,1995
1496,De Barbarossa a Berl?­n,7.297,1141,3.577,2,2,420,2002
69593,Talisman (Revised 4th Edition): The Blood Moon Expansion,7.297,884,2.296,2,6,120,2012
69591,Among the Stars: The Ambassadors,7.297,848,2.514,2,4,30,2013
495,F?­ask?³,7.296,4854,1.212,4,18,90,1999
307,Fresco,7.296,11416,2.635,2,4,60,2010
277,Filary Ziemi,7.295,15874,2.824,2,4,120,2006
1212,Forge War,7.295,1466,3.761,1,4,180,2015
2366,Aquatica,7.295,543,2.267,1,4,60,2019
69576,Ca$h 'n Guns (Second Edition): More Cash 'n More Guns,7.295,665,1.429,4,8,30,2015
1836,Neue Heimat,7.294,769,2.677,2,5,45,2007
69563,Castle Panic: The Dark Titan,7.294,826,1.954,1,6,60,2015
407,Tadsch Mahal,7.293,6929,2.993,3,5,100,2000
69559,Smash Up: Geek and Sundry Geeks,7.293,2163,2.344,2,4,45,2014
1287,Museum,7.293,1440,2.5,2,4,60,2019
462,Quantum,7.293,6220,2.446,2,4,60,2013
725,Rhino Hero ??llati csete-pat?©,7.292,2940,1.098,2,4,20,2017
1079,Haspelknecht,7.292,1611,3.043,2,4,90,2015
911,Las Edades de Oro,7.292,2055,2.904,2,4,90,2014
1425,Dungeon Twister 2: Prison,7.291,1165,3.247,1,2,60,2009
1346,Marvel Dice Masters: Age of Ultron,7.291,1258,2.348,2,2,60,2015
506,Myrmes,7.291,4891,3.444,2,4,120,2012
1648,Nautilion,7.291,958,1.923,1,2,30,2016
1883,Escuela de Ping?¼inos 2,7.29,770,1,2,4,30,2018
2325,Let's Make a Bus Route,7.29,561,1.636,2,5,30,2018
405,Der Fuchs im Wald,7.29,7117,1.583,2,2,30,2017
414,Queendomino,7.29,6979,2.107,2,4,25,2017
1757,Warmachine,7.289,1027,3.477,2,4,60,2003
69521,Blue Moon L?©gendes,7.289,1742,2.268,2,2,30,2014
2516,Detectives Paranormales,7.289,558,1.778,2,6,50,2019
1353,Les Aventuriers du Rail: Londres,7.288,1266,1.2,2,4,15,2019
787,Batailles de Westeros,7.288,2740,3.204,2,2,120,2010
1239,Mordheim: City of the Damned,7.288,1585,3.075,2,6,60,1999
443,AquaSphere,7.287,6175,3.682,2,4,100,2014
1345,The Russian Campaign,7.286,1356,2.872,2,2,360,1974
301,Codenames: Images,7.284,15524,1.253,2,8,15,2016
69434,Talisman (Revised 4th Edition): The Sacred Pool Expansion,7.284,1117,2.25,2,6,90,2010
2257,Chocolate Factory,7.284,613,2.912,1,4,90,2019
1817,Fate of the Elder Gods,7.284,853,3,1,4,90,2017
376,Small World Underground,7.284,9388,2.581,2,5,90,2011
1434,Sag's mir! Personen,7.282,1100,1.236,4,12,45,2006
258,Takenoko,7.281,32508,1.978,2,4,45,2011
69392,Rattus: De rattenvanger,7.28,837,2.268,2,4,45,2010
69390,Mascarade Erweiterung,7.28,770,1.3,2,13,30,2014
69385,Coup: A Reforma,7.279,4352,1.546,2,10,15,2013
69375,Die Siedler von Catan: Das Buch zum Spielen,7.278,692,2.922,2,6,60,2000
934,Automobile: Pocz??tki motoryzacji,7.278,2001,2.84,2,4,75,2015
542,Love Letter: Batman,7.278,4828,1.194,2,4,20,2015
605,Tinners' Trail,7.276,3740,2.828,3,4,90,2008
1322,ERA: Das Mittelalter,7.275,1306,2.333,1,4,60,2019
1748,Tiny Epic Defenders (Second Edition),7.275,942,2.034,1,4,60,2018
69310,Fireball Island: The Curse of Vul-Kar â?? The Last Adventurer,7.273,531,1.4,2,5,60,2018
489,Smash Up: Awesome Level 9000,7.273,6307,2.135,2,2,45,2013
2583,2nd Fleet: Modern Naval Combat in the North Atlantic,7.273,540,3.425,1,2,240,1986
235,Small World,7.273,58730,2.36,2,5,80,2009
2111,18AL,7.273,621,3.859,3,5,180,1999
913,Luxor,7.272,2199,1.968,2,4,45,2018
663,Akrotiri,7.272,3355,2.651,2,2,45,2014
781,Firenze,7.272,2565,2.551,2,4,60,2010
2296,Aliens,7.271,705,2.242,1,9,90,1989
1170,Karciane Podziemia: Las Cieni,7.271,1641,2.432,1,2,45,2017
251,Dixit,7.271,47325,1.224,3,6,30,2008
69279,Colt Express: Der Zeitreise-Wagen,7.271,598,1.846,2,6,40,2015
2829,Small Star Empires,7.27,509,2,2,4,30,2016
558,Brug naar de Hemel,7.269,4496,2.815,2,4,120,2009
1155,Der Herr der Ringe: Das Sammelkartenspiel,7.268,1799,3.678,1,5,90,1995
2031,Dungeon Saga: A Busca do Rei An?£o,7.268,941,2.488,2,5,120,2015
306,Arkham Horror,7.268,35975,3.569,1,8,240,2005
808,Zendo,7.267,2563,2.545,3,5,60,2001
2447,Healthy Heart Hospital,7.267,554,2.889,1,5,90,2015
482,Summoner Wars,7.267,6045,2.306,2,4,60,2009
515,EXIT è?±å?ºï¼?ã?¶ã?»ã?²ã?¼ã??ã??ã??ã?¡ã?©ã?ªã?®ç??å®¤,7.266,4756,2.808,1,6,90,2016
1023,Sentient,7.265,1835,2.207,2,4,60,2017
1603,1944: Carrera hacia el Rin,7.264,1053,2.933,1,3,90,2014
69201,Der Herr der Ringe: Die Feinde,7.264,2662,2.785,2,5,90,2001
